8.763968e+02 6.233699e+02 4.865890e+02 2.718653e+02 2.969053e+02 3.001281e+02 2.499133e+02 2.145941e+02 2.093026e+02 2.068848e+02 2.064630e+02 2.093926e+02 2.143559e+02 2.208215e+02 2.288673e+02 2.391227e+02 2.526017e+02 4.031598e+02 7.138367e+02 1.120269e+03 1.532339e+03 1.874846e+03 2.096023e+03 2.155011e+03 1.966303e+03 1.811129e+03 1.755788e+03 1.779441e+03 1.854307e+03
3.123874e+02 3.123864e+02 3.123805e+02 3.119138e+02 3.094430e+02 2.720175e+02 2.361468e+02 2.109178e+02 2.072477e+02 2.056954e+02 2.061143e+02 2.094590e+02 2.146793e+02 2.213256e+02 2.295211e+02 2.399311e+02 2.535986e+02 4.059882e+02 7.193092e+02 1.127785e+03 1.540702e+03 1.882935e+03 2.103075e+03 2.159386e+03 1.968865e+03 1.812892e+03 1.757281e+03 1.780880e+03 1.855774e+03
2.490333e+02 2.490332e+02 2.490325e+02 2.489755e+02 2.486718e+02 2.384573e+02 2.197967e+02 2.069026e+02 2.050753e+02 2.044628e+02 2.057799e+02 2.095681e+02 2.150593e+02 2.218923e+02 2.302411e+02 2.408106e+02 2.546747e+02 4.089808e+02 7.250232e+02 1.135558e+03 1.549291e+03 1.891198e+03 2.110250e+03 2.163814e+03 1.971451e+03 1.814669e+03 1.758786e+03 1.782331e+03 1.857250e+03
2.145638e+02 2.145639e+02 2.145638e+02 2.145502e+02 2.144704e+02 2.102539e+02 2.086370e+02 2.032414e+02 2.029917e+02 2.032571e+02 2.054739e+02 2.097269e+02 2.155011e+02 2.225257e+02 2.310306e+02 2.417642e+02 2.558334e+02 4.121448e+02 7.309869e+02 1.143595e+03 1.558109e+03 1.899639e+03 2.117550e+03 2.168294e+03 1.974060e+03 1.816461e+03 1.760301e+03 1.783791e+03 1.858737e+03
1.929527e+02 1.929528e+02 1.929528e+02 1.929506e+02 1.930046e+02 1.959116e+02 2.008467e+02 2.012402e+02 2.013348e+02 2.021832e+02 2.052137e+02 2.099426e+02 2.160092e+02 2.232289e+02 2.318922e+02 2.427948e+02 2.570780e+02 4.154876e+02 7.372087e+02 1.151901e+03 1.567161e+03 1.908257e+03 2.124975e+03 2.172826e+03 1.976691e+03 1.818267e+03 1.761829e+03 1.785263e+03 1.860235e+03
1.944953e+02 1.944954e+02 1.944956e+02 1.945012e+02 1.945100e+02 1.953972e+02 1.980387e+02 2.012306e+02 2.007811e+02 2.014577e+02 2.050377e+02 2.102274e+02 2.165891e+02 2.240050e+02 2.328284e+02 2.439047e+02 2.584114e+02 4.190168e+02 7.436972e+02 1.160484e+03 1.576449e+03 1.917055e+03 2.132524e+03 2.177411e+03 1.979346e+03 1.820086e+03 1.763368e+03 1.786745e+03 1.861742e+03
1.993396e+02 1.993397e+02 1.993398e+02 1.993437e+02 1.993502e+02 1.990062e+02 1.984735e+02 2.016005e+02 2.013162e+02 2.015357e+02 2.050293e+02 2.106052e+02 2.172496e+02 2.248580e+02 2.338414e+02 2.450961e+02 2.598364e+02 4.227401e+02 7.504607e+02 1.169348e+03 1.585977e+03 1.926035e+03 2.140200e+03 2.182049e+03 1.982024e+03 1.821920e+03 1.764918e+03 1.788238e+03 1.863260e+03
2.011443e+02 2.011444e+02 2.011445e+02 2.011476e+02 2.011535e+02 2.008959e+02 1.995014e+02 2.015850e+02 2.020333e+02 2.023463e+02 2.053486e+02 2.111203e+02 2.180058e+02 2.257936e+02 2.349340e+02 2.463714e+02 2.613559e+02 4.266654e+02 7.575082e+02 1.178500e+03 1.595748e+03 1.935197e+03 2.148002e+03 2.186737e+03 1.984725e+03 1.823768e+03 1.766480e+03 1.789742e+03 1.864789e+03
2.014818e+02 2.014818e+02 2.014819e+02 2.014848e+02 2.014907e+02 2.013562e+02 2.000796e+02 2.011818e+02 2.024900e+02 2.033663e+02 2.062660e+02 2.118462e+02 2.188821e+02 2.268209e+02 2.361104e+02 2.477334e+02 2.629731e+02 4.308009e+02 7.648483e+02 1.187947e+03 1.605766e+03 1.944544e+03 2.155929e+03 2.191478e+03 1.987448e+03 1.825629e+03 1.768053e+03 1.791256e+03 1.866327e+03
2.011175e+02 2.011175e+02 2.011176e+02 2.011202e+02 2.011260e+02 2.010740e+02 2.001367e+02 2.006790e+02 2.026609e+02 2.043299e+02 2.076892e+02 2.129025e+02 2.199164e+02 2.279542e+02 2.373768e+02 2.491859e+02 2.646916e+02 4.351552e+02 7.724901e+02 1.197695e+03 1.616034e+03 1.954075e+03 2.163983e+03 2.196269e+03 1.990194e+03 1.827505e+03 1.769638e+03 1.792782e+03 1.867877e+03
2.004462e+02 2.004462e+02 2.004463e+02 2.004485e+02 2.004539e+02 2.004547e+02 1.998592e+02 2.003529e+02 2.027554e+02 2.051912e+02 2.093984e+02 2.144465e+02 2.211638e+02 2.292144e+02 2.387423e+02 2.507343e+02 2.665160e+02 4.397370e+02 7.804428e+02 1.207749e+03 1.626554e+03 1.963792e+03 2.172164e+03 2.201112e+03 1.992962e+03 1.829394e+03 1.771234e+03 1.794318e+03 1.869436e+03
2.001530e+02 2.001530e+02 2.001531e+02 2.001562e+02 2.001712e+02 2.011682e+02 2.031270e+02 2.068271e+02 2.091944e+02 2.123143e+02 2.194471e+02 2.258727e+02 2.318640e+02 2.387321e+02 2.477588e+02 2.602896e+02 2.775001e+02 4.664069e+02 8.252008e+02 1.262829e+03 1.683047e+03 2.015199e+03 2.214957e+03 2.226074e+03 2.007129e+03 1.839045e+03 1.779389e+03 1.802162e+03 1.877392e+03
2.233305e+02 2.233306e+02 2.233306e+02 2.233328e+02 2.233392e+02 2.235103e+02 2.239376e+02 2.252058e+02 2.261180e+02 2.275152e+02 2.322403e+02 2.386148e+02 2.453361e+02 2.525826e+02 2.617689e+02 2.747161e+02 2.931546e+02 5.004786e+02 8.792184e+02 1.326462e+03 1.746237e+03 2.071342e+03 2.260865e+03 2.252239e+03 2.021820e+03 1.849032e+03 1.787831e+03 1.810279e+03 1.885614e+03
2.412420e+02 2.412420e+02 2.412420e+02 2.412438e+02 2.412490e+02 2.413968e+02 2.417916e+02 2.429840e+02 2.436880e+02 2.445425e+02 2.473678e+02 2.522331e+02 2.588778e+02 2.672292e+02 2.782222e+02 2.935332e+02 3.149349e+02 5.441667e+02 9.439449e+02 1.399348e+03 1.816341e+03 2.132203e+03 2.309789e+03 2.279528e+03 2.037003e+03 1.859345e+03 1.796560e+03 1.818673e+03 1.894106e+03
2.578507e+02 2.578507e+02 2.578507e+02 2.578522e+02 2.578569e+02 2.579914e+02 2.583679e+02 2.596197e+02 2.604034e+02 2.612708e+02 2.635484e+02 2.673500e+02 2.735118e+02 2.828335e+02 2.964492e+02 3.158025e+02 3.423070e+02 6.011361e+02 1.021162e+03 1.482166e+03 1.893470e+03 2.197669e+03 2.361571e+03 2.307843e+03 2.052638e+03 1.869971e+03 1.805574e+03 1.827345e+03 1.902870e+03
2.747036e+02 2.747036e+02 2.747036e+02 2.747050e+02 2.747092e+02 2.748355e+02 2.751988e+02 2.764768e+02 2.773255e+02 2.782786e+02 2.805791e+02 2.841106e+02 2.903672e+02 3.011606e+02 3.182517e+02 3.430992e+02 3.766845e+02 6.745699e+02 1.113195e+03 1.575590e+03 1.977632e+03 2.267543e+03 2.415994e+03 2.337067e+03 2.068684e+03 1.880898e+03 1.814871e+03 1.836297e+03 1.911909e+03
2.925219e+02 2.925219e+02 2.925219e+02 2.925233e+02 2.925273e+02 2.926484e+02 2.930030e+02 2.942932e+02 2.951818e+02 2.962060e+02 2.987390e+02 3.027730e+02 3.104267e+02 3.243325e+02 3.467407e+02 3.790624e+02 4.217945e+02 7.666803e+02 1.223224e+03 1.680341e+03 2.068749e+03 2.341545e+03 2.472791e+03 2.367071e+03 2.085091e+03 1.892110e+03 1.824447e+03 1.845529e+03 1.921225e+03
