4.056958e+06 3.999323e+06 4.012473e+06 4.034347e+06 4.085872e+06 4.458283e+06 4.974207e+06 5.999083e+06 6.538345e+06 7.154760e+06 8.806126e+06 1.120743e+07 1.442855e+07 1.840147e+07 2.296418e+07 2.790665e+07 3.301698e+07 5.644511e+07 7.354167e+07 8.617145e+07 9.635886e+07 1.052583e+08 1.135005e+08 1.292685e+08 1.450001e+08 1.610427e+08 1.773648e+08 1.937950e+08 2.101262e+08
4.341158e+06 4.341266e+06 4.341566e+06 4.347326e+06 4.350786e+06 4.611537e+06 5.107013e+06 6.119767e+06 6.654707e+06 7.268664e+06 8.921233e+06 1.133087e+07 1.456502e+07 1.855309e+07 2.313088e+07 2.808679e+07 3.320797e+07 5.665048e+07 7.372730e+07 8.633357e+07 9.650223e+07 1.053886e+08 1.136223e+08 1.293832e+08 1.451149e+08 1.611608e+08 1.774872e+08 1.939215e+08 2.102559e+08
4.765305e+06 4.765344e+06 4.765461e+06 4.768516e+06 4.775637e+06 4.958836e+06 5.318476e+06 6.270883e+06 6.796031e+06 7.403673e+06 9.052873e+06 1.146864e+07 1.471468e+07 1.871718e+07 2.330948e+07 2.827825e+07 3.340965e+07 5.686308e+07 7.391759e+07 8.649885e+07 9.664791e+07 1.055207e+08 1.137457e+08 1.294991e+08 1.452309e+08 1.612800e+08 1.776106e+08 1.940488e+08 2.103865e+08
5.193838e+06 5.193861e+06 5.193930e+06 5.195861e+06 5.200995e+06 5.293431e+06 5.659935e+06 6.452492e+06 6.960402e+06 7.558230e+06 9.200231e+06 1.162023e+07 1.487716e+07 1.889347e+07 2.349972e+07 2.848078e+07 3.362178e+07 5.708276e+07 7.411246e+07 8.666723e+07 9.679586e+07 1.056545e+08 1.138706e+08 1.296163e+08 1.453480e+08 1.614003e+08 1.777350e+08 1.941771e+08 2.105179e+08
5.619784e+06 5.619800e+06 5.619847e+06 5.621222e+06 5.625061e+06 5.693427e+06 5.981129e+06 6.689150e+06 7.151214e+06 7.731841e+06 9.362155e+06 1.178477e+07 1.505181e+07 1.908141e+07 2.370116e+07 2.869401e+07 3.384405e+07 5.730935e+07 7.431181e+07 8.683866e+07 9.694605e+07 1.057902e+08 1.139970e+08 1.297347e+08 1.454662e+08 1.615216e+08 1.778604e+08 1.943064e+08 2.106502e+08
6.040543e+06 6.040555e+06 6.040590e+06 6.041639e+06 6.044631e+06 6.105154e+06 6.302646e+06 6.988707e+06 7.388675e+06 7.929365e+06 9.538150e+06 1.196136e+07 1.523780e+07 1.928030e+07 2.391321e+07 2.891743e+07 3.407601e+07 5.754264e+07 7.451551e+07 8.701307e+07 9.709844e+07 1.059276e+08 1.141250e+08 1.298544e+08 1.455855e+08 1.616440e+08 1.779867e+08 1.944365e+08 2.107834e+08
6.453810e+06 6.453819e+06 6.453846e+06 6.454665e+06 6.457051e+06 6.511122e+06 6.651343e+06 7.301081e+06 7.673531e+06 8.167145e+06 9.729736e+06 1.214950e+07 1.543433e+07 1.948937e+07 2.413517e+07 2.915044e+07 3.431715e+07 5.778236e+07 7.472344e+07 8.719038e+07 9.725299e+07 1.060668e+08 1.142544e+08 1.299753e+08 1.457060e+08 1.617674e+08 1.781141e+08 1.945676e+08 2.109175e+08
6.857933e+06 6.857941e+06 6.857964e+06 6.858655e+06 6.860679e+06 6.909199e+06 7.019471e+06 7.603316e+06 7.973142e+06 8.442236e+06 9.942235e+06 1.234976e+07 1.564093e+07 1.970791e+07 2.436632e+07 2.939238e+07 3.456686e+07 5.802824e+07 7.493546e+07 8.737051e+07 9.740965e+07 1.062076e+08 1.143852e+08 1.300975e+08 1.458276e+08 1.618919e+08 1.782425e+08 1.946997e+08 2.110525e+08
7.254644e+06 7.254651e+06 7.254670e+06 7.255252e+06 7.256969e+06 7.299950e+06 7.394285e+06 7.896230e+06 8.268599e+06 8.731744e+06 1.018680e+07 1.256438e+07 1.585777e+07 1.993547e+07 2.460602e+07 2.964259e+07 3.482456e+07 5.827994e+07 7.515139e+07 8.755339e+07 9.756838e+07 1.063502e+08 1.145176e+08 1.302209e+08 1.459504e+08 1.620175e+08 1.783718e+08 1.948327e+08 2.111883e+08
7.643129e+06 7.643134e+06 7.643151e+06 7.643644e+06 7.645108e+06 7.683060e+06 7.767570e+06 8.188182e+06 8.554443e+06 9.020796e+06 1.045717e+07 1.279858e+07 1.608597e+07 2.017200e+07 2.485384e+07 2.990049e+07 3.508964e+07 5.853714e+07 7.537107e+07 8.773892e+07 9.772913e+07 1.064944e+08 1.146514e+08 1.303456e+08 1.460743e+08 1.621441e+08 1.785022e+08 1.949666e+08 2.113250e+08
8.022338e+06 8.022343e+06 8.022357e+06 8.022788e+06 8.024072e+06 8.057923e+06 8.135198e+06 8.484922e+06 8.833306e+06 9.302281e+06 1.073998e+07 1.306024e+07 1.632813e+07 2.041812e+07 2.510964e+07 3.016568e+07 3.536159e+07 5.879949e+07 7.559432e+07 8.792700e+07 9.789183e+07 1.066402e+08 1.147866e+08 1.304714e+08 1.461993e+08 1.622718e+08 1.786336e+08 1.951015e+08 2.114626e+08
9.778645e+06 9.778648e+06 9.778655e+06 9.778891e+06 9.779597e+06 9.799025e+06 9.848634e+06 1.001711e+07 1.023047e+07 1.062807e+07 1.210373e+07 1.451156e+07 1.780464e+07 2.187508e+07 2.654717e+07 3.160879e+07 3.681924e+07 6.017627e+07 7.675728e+07 8.890197e+07 9.873271e+07 1.073924e+08 1.154833e+08 1.311191e+08 1.468416e+08 1.629265e+08 1.793059e+08 1.957902e+08 2.121640e+08
